Ensembl	Gene	"Gene synonym"	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"
ENSG00000181215	C4orf50	FLJ46481	"Chromosome 4 open reading frame 50"	Q6ZRC1	4	5897373-6018507	"Predicted intracellular proteins"			
ENSG00000163888	CAMK2N2	CaM-KIIN	"Calcium/calmodulin dependent protein kinase II inhibitor 2"	Q96S95	3	184259213-184261463	"Predicted intracellular proteins"		"Protein kinase inhibitor"	
ENSG00000167971	CASKIN1	"ANKS5A, KIAA1306"	"CASK interacting protein 1"	Q8WXD9	16	2177180-2196525	"Plasma proteins, Predicted intracellular proteins"			
ENSG00000136698	CFC1	"CRYPTIC, HTX2"	"Cripto, FRL-1, cryptic family 1"	P0CG37	2	130592168-130599575	"Disease related genes, Predicted secreted proteins"	Gastrulation	"Developmental protein"	"Disease mutation, Heterotaxy"
ENSG00000181418	DDN	KIAA0749	Dendrin	O94850	12	48995149-48999309	"Predicted intracellular proteins"			
ENSG00000011332	DPF1	"BAF45b, NEUD4, neuro-d4"	"Double PHD fingers 1"	Q92782	19	38211006-38229714	"Predicted intracellular proteins"	"Neurogenesis, Transcription, Transcription regulation"		
ENSG00000184845	DRD1		"Dopamine receptor D1"	P21728	5	175440039-175444208	"FDA approved drug targets, G-protein coupled receptors, Predicted membrane proteins"		"G-protein coupled receptor, Receptor, Transducer"	"FDA approved drug targets"
ENSG00000145194	ECE2	"KIAA0604, MGC2408"	"Endothelin converting enzyme 2"	O60344	3	184276011-184293031	"Predicted membrane proteins"		"Hydrolase, Metalloprotease, Methyltransferase, Multifunctional enzyme, Protease, Transferase"	
ENSG00000184599	FAM19A3	"TAFA-3, TAFA3"	"Family with sequence similarity 19 member A3, C-C motif chemokine like"	Q7Z5A8	1	112720419-112727235	"Predicted secreted proteins"			
ENSG00000136928	GABBR2	"GABABR2, GPR51, GPRC3B, HG20"	"Gamma-aminobutyric acid type B receptor subunit 2"	O75899	9	98288082-98709197	"FDA approved drug targets, G-protein coupled receptors, Predicted intracellular proteins, Predicted membrane proteins, Transporters"		"G-protein coupled receptor, Receptor, Transducer"	"Disease mutation, Epilepsy, FDA approved drug targets, Mental retardation"
ENSG00000203737	GPR52		"G protein-coupled receptor 52"	Q9Y2T5	1	174448111-174449198	"G-protein coupled receptors, Predicted membrane proteins"		"G-protein coupled receptor, Receptor, Transducer"	
ENSG00000010282	HHATL	"C3orf3, GUP1, KIAA1173, MBOAT3, MSTP002, OACT3"	"Hedgehog acyltransferase like"	Q9HCP6	3	42692663-42702827	"Predicted membrane proteins"			
ENSG00000129159	KCNC1	Kv3.1	"Potassium voltage-gated channel subfamily C member 1"	P48547	11	17734774-17856804	"Disease related genes, FDA approved drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters, Voltage-gated ion channels"	"Ion transport, Potassium transport, Transport"	"Ion channel, Potassium channel, Voltage-gated channel"	"Disease mutation, Epilepsy, FDA approved drug targets"
ENSG00000105642	KCNN1	"hSK1, KCa2.1"	"Potassium calcium-activated channel subfamily N member 1"	Q92952	19	17951293-18000080	"FDA approved drug targets, Predicted intracellular proteins, Predicted membrane proteins, Voltage-gated ion channels"	"Ion transport, Transport"	"Calmodulin-binding, Ion channel"	"FDA approved drug targets"
ENSG00000167889	MGAT5B	"FLJ25132, GnT-IX, GnT-VB"	"Mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase, isozyme B"	Q3V5L5	17	76868456-76950393	"Enzymes, Predicted intracellular proteins, Predicted membrane proteins"		"Glycosyltransferase, Transferase"	
ENSG00000136297	MMD2	PAQR10	"Monocyte to macrophage differentiation associated 2"	Q8IY49	7	4905989-4959213	"Predicted membrane proteins, Transporters"		Receptor	
ENSG00000087250	MT3	GIF	"Metallothionein 3"	P25713	16	56589074-56591088	"Predicted intracellular proteins"			
ENSG00000020129	NCDN	"NCDN-1, NCDN-2"	Neurochondrin	Q9UBB6	1	35557473-35567274	"Predicted intracellular proteins"			
ENSG00000166342	NETO1	"BCTL1, BTCL1"	"Neuropilin and tolloid like 1"	Q8TDF5	18	72742314-72868146	"Predicted intracellular proteins, Predicted membrane proteins, Transporters"		Receptor	
ENSG00000169006	NTSR2	NTR2	"Neurotensin receptor 2"	O95665	2	11658178-11670164	"FDA approved drug targets, G-protein coupled receptors, Predicted membrane proteins"		"G-protein coupled receptor, Receptor, Transducer"	"FDA approved drug targets"
ENSG00000115155	OTOF	"DFNB6, DFNB9, FER1L2"	Otoferlin	Q9HC10	2	26457203-26558698	"Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins"	Hearing		"Deafness, Disease mutation, Neuropathy, Non-syndromic deafness"
ENSG00000160781	PAQR6	"FLJ22672, PRdelta"	"Progestin and adipoQ receptor family member 6"	Q6TCH4	1	156243321-156248117	"Predicted intracellular proteins, Predicted membrane proteins"		Receptor	
ENSG00000182698	RESP18		"Regulated endocrine specific protein 18"	Q5W5W9	2	219327409-219333177	"Predicted intracellular proteins"			
ENSG00000063015	SEZ6		"Seizure related 6 homolog"	Q53EL9	17	28954901-29006440	"Predicted intracellular proteins, Predicted membrane proteins"			
ENSG00000188991	SLC15A5		"Solute carrier family 15 member 5"	A6NIM6	12	16188485-16277685	"Predicted membrane proteins, Transporters"	"Peptide transport, Protein transport, Symport, Transport"		
ENSG00000179292	TMEM151A	"MGC33486, TMEM151"	"Transmembrane protein 151A"	Q8N4L1	11	66291870-66296664	"Predicted membrane proteins"			
ENSG00000284299	AL590132.1				1	210858125-211134146	"Predicted membrane proteins"			
ENSG00000164929	BAALC		"BAALC, MAP3K1 and KLF4 binding"	Q8WXS3	8	103140710-103230305	"Predicted intracellular proteins"			
ENSG00000205899	BHLHA9	"bHLHa9, BHLHF42"	"Basic helix-loop-helix family member a9"	Q7RTU4	17	1270559-1271460	"Disease related genes, Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	"Developmental protein, DNA-binding"	"Disease mutation"
ENSG00000166862	CACNG2	"MGC138502, MGC138504, stargazin"	"Calcium voltage-gated channel auxiliary subunit gamma 2"	Q9Y698	22	36563921-36703558	"Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters"	"Calcium transport, Ion transport, Transport"	"Calcium channel, Ion channel, Voltage-gated channel"	"Disease mutation, Mental retardation"
ENSG00000144550	CPNE9	KIAA4217	"Copine family member 9"	Q8IYJ1	3	9703807-9729908	"Predicted intracellular proteins"	Differentiation		
ENSG00000106976	DNM1	DNM	"Dynamin 1"	Q05193	9	128191655-128255248	"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins"	Endocytosis	"Hydrolase, Motor protein"	"Disease mutation, Epilepsy"
ENSG00000136541	ERMN	"ERMIN, JN, KIAA1189"	Ermin	Q8TAM6	2	157318625-157327713	"Predicted intracellular proteins"		Actin-binding	
ENSG00000150625	GPM6A	GPM6	"Glycoprotein M6A"	P51674	4	175632934-176002664	"Predicted intracellular proteins, Predicted membrane proteins"	Neurogenesis		
ENSG00000174948	GPR149	"IEDA, PGR10, R35"	"G protein-coupled receptor 149"	Q86SP6	3	154337672-154429715	"G-protein coupled receptors, Predicted membrane proteins"		"G-protein coupled receptor, Receptor, Transducer"	
ENSG00000180929	GPR62		"G protein-coupled receptor 62"	Q9BZJ7	3	51955314-51957504	"G-protein coupled receptors, Predicted membrane proteins"		"G-protein coupled receptor, Receptor, Transducer"	
ENSG00000152208	GRID2	"GluD2, GluR-delta-2"	"Glutamate ionotropic receptor delta type subunit 2"	O43424	4	92303622-93810157	"Disease related genes, Predicted intracellular proteins, Predicted membrane proteins"	"Ion transport, Transport"	"Ion channel, Ligand-gated ion channel, Receptor"	Neurodegeneration
ENSG00000165478	HEPACAM	"FLJ25530, GLIALCAM, hepaCAM"	"Hepatic and glial cell adhesion molecule"	Q14CZ8	11	124919193-124936412	"Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters"	"Cell adhesion, Cell cycle, Growth arrest, Growth regulation"		"Disease mutation"
ENSG00000213398	LCAT		"Lecithin-cholesterol acyltransferase"	P04180	16	67939750-67944131	"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted secreted proteins"	"Cholesterol metabolism, Lipid metabolism, Steroid metabolism, Sterol metabolism"	"Acyltransferase, Hydrolase, Transferase"	"Corneal dystrophy, Disease mutation"
ENSG00000112139	MDGA1	"GPIM, MAMDC3"	"MAM domain containing glycosylphosphatidylinositol anchor 1"	Q8NFP4	6	37630679-37699306	"Predicted intracellular proteins"	"Differentiation, Neurogenesis"	"Developmental protein"	
ENSG00000139915	MDGA2	MAMDC1	"MAM domain containing glycosylphosphatidylinositol anchor 2"	Q7Z553	14	46840092-47674954	"Predicted intracellular proteins, Predicted membrane proteins"			
ENSG00000183395	PMCH	MCH	"Pro-melanin concentrating hormone"	P20382	12	102196459-102197845	"Predicted secreted proteins"	"Differentiation, Spermatogenesis"	"Developmental protein, Hormone, Neuropeptide"	
ENSG00000126583	PRKCG	"MGC57564, PKCC, PKCG, SCA14"	"Protein kinase C gamma"	P05129	19	53879190-53907652	"Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins, RAS pathway related proteins"	"Biological rhythms"	"Kinase, Serine/threonine-protein kinase, Transferase"	"Disease mutation, Neurodegeneration, Spinocerebellar ataxia"
ENSG00000152214	RIT2	"RIBA, RIN"	"Ras like without CAAX 2"	Q99578	18	42743227-43115691	"Predicted intracellular proteins"		"Calmodulin-binding, Hydrolase"	
ENSG00000105251	SHD		"Src homology 2 domain containing transforming protein D"	Q96IW2	19	4278601-4290724	"Predicted intracellular proteins"			
ENSG00000079215	SLC1A3	"EA6, EAAT1, GLAST"	"Solute carrier family 1 member 3"	P43003	5	36606355-36688334	"Cancer-related genes, Disease related genes, Plasma proteins, Potential drug targets, Predicted membrane proteins, Transporters"	"Amino-acid transport, Symport, Transport"		"Cancer-related genes, Disease mutation"
ENSG00000067715	SYT1	"P65, SVP65, SYT"	"Synaptotagmin 1"	P21579	12	78863993-79452008	"Disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters"	Differentiation		"Disease mutation"
ENSG00000151952	TMEM132D	"KIAA1944, MOLT, PPP1R153"	"Transmembrane protein 132D"	Q14C87	12	129071725-129903666	"Predicted membrane proteins"			
ENSG00000105696	TMEM59L	"BSMAP, C19orf4"	"Transmembrane protein 59 like"	Q9UK28	19	18607430-18621039	"Predicted intracellular proteins, Predicted membrane proteins, Transporters"			
ENSG00000072315	TRPC5	PPP1R159	"Transient receptor potential cation channel subfamily C member 5"	Q9UL62	X	111774315-112082776	"Predicted membrane proteins, Transporters, Voltage-gated ion channels"	"Calcium transport, Ion transport, Transport"	"Calcium channel, Ion channel"	
ENSG00000118271	TTR	"CTS, CTS1, HsT2651, PALB"	Transthyretin	P02766	18	31591726-31599021	"Cancer-related genes, Disease related genes, Plasma proteins, Predicted secreted proteins"	Transport	"Hormone, Thyroid hormone"	"Amyloidosis, Cancer-related genes, Disease mutation, Neuropathy"
ENSG00000103310	ZP2	ZPA	"Zona pellucida glycoprotein 2"	Q05996	16	21197450-21214510	"Predicted membrane proteins, Predicted secreted proteins"	Fertilization	Receptor	
ENSG00000121753	ADGRB2	BAI2	"Adhesion G protein-coupled receptor B2"	O60241	1	31727117-31764893	"G-protein coupled receptors, Predicted intracellular proteins, Predicted membrane proteins, Transporters"		"G-protein coupled receptor, Receptor, Transducer"	"Disease mutation"
ENSG00000231824	AKAIN1	C18orf42	"A-kinase anchor inhibitor 1"	P0CW23	18	5145285-5197503	"Predicted intracellular proteins"			
ENSG00000197991	AL592490.1				13	61409858-61427849	"Predicted membrane proteins"			
ENSG00000109956	B3GAT1	"CD57, GlcAT-P, HNK-1, LEU7, NK-1"	"Beta-1,3-glucuronyltransferase 1"	Q9P2W7	11	134378504-134411918	"Enzymes, Predicted intracellular proteins, Predicted secreted proteins"		Transferase	
ENSG00000198797	BRINP2	"DBCCR1L2, FAM5B"	"BMP/retinoic acid inducible neural specific 2"	Q9C0B6	1	177171497-177282422	"Predicted secreted proteins, Transporters"	"Cell cycle, Growth arrest"		
ENSG00000174672	BRSK2	"C11orf7, PEN11B, STK29"	"BR serine/threonine kinase 2"	Q8IWQ3	11	1389899-1462689	"Enzymes, Predicted intracellular proteins, Predicted membrane proteins"	"Apoptosis, Cell cycle, Cell division, Exocytosis, Mitosis, Neurogenesis"	"Kinase, Serine/threonine-protein kinase, Transferase"	
ENSG00000169085	C8orf46	MGC33510	"Chromosome 8 open reading frame 46"	Q8TAG6	8	66460003-66518524	"Predicted intracellular proteins"	Neurogenesis		
ENSG00000157782	CABP1		"Calcium binding protein 1"	Q9NZU7	12	120640552-120667324	"Predicted intracellular proteins"	"Sensory transduction, Vision"		
ENSG00000141837	CACNA1A	"APCA, CACNL1A4, Cav2.1, EA2, FHM, HPCA, MHP, MHP1, SCA6"	"Calcium voltage-gated channel subunit alpha1 A"	O00555	19	13206442-13633025	"Disease related genes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters, Voltage-gated ion channels"	"Calcium transport, Ion transport, Transport"	"Calcium channel, Ion channel, Voltage-gated channel"	"Disease mutation, Epilepsy, FDA approved drug targets, Neurodegeneration, Spinocerebellar ataxia"
ENSG00000142408	CACNG8		"Calcium voltage-gated channel auxiliary subunit gamma 8"	Q8WXS5	19	53963040-53990215	"Predicted membrane proteins, Transporters"	"Calcium transport, Ion transport, Transport"	"Calcium channel, Ion channel, Voltage-gated channel"	
ENSG00000164326	CARTPT	CART	"CART prepropeptide"	Q16568	5	71719163-71721048	"FDA approved drug targets, Predicted secreted proteins"		"Neuropeptide, Neurotransmitter"	"FDA approved drug targets, Obesity"
ENSG00000184524	CEND1	"BM88, FLJ90066"	"Cell cycle exit and neuronal differentiation 1"	Q8N111	11	787104-790123	"Predicted membrane proteins"	Differentiation		
ENSG00000114646	CSPG5	NGC	"Chondroitin sulfate proteoglycan 5"	O95196	3	47562239-47580792	"Predicted membrane proteins"	"Differentiation, Growth regulation, Neurogenesis"	"Developmental protein"	
ENSG00000274588	DGKK		"Diacylglycerol kinase kappa"	Q5KSL6	X	50365409-50470738	"Enzymes, Predicted intracellular proteins"		"Kinase, Transferase"	
ENSG00000142700	DMRTA2		"DMRT like family A2"	Q96SC8	1	50417550-50423500	"Predicted intracellular proteins, Transcription factors"		DNA-binding	
ENSG00000169933	FRMPD4	"KIAA0316, PDZD10, PDZK10"	"FERM and PDZ domain containing 4"	Q14CM0	X	12138466-12724523	"Disease related genes, Predicted intracellular proteins"			"Disease mutation, Mental retardation"
ENSG00000164900	GBX1		"Gastrulation brain homeobox 1"	Q14549	7	151148589-151174745	"Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	DNA-binding	
ENSG00000145888	GLRA1	STHE	"Glycine receptor alpha 1"	P23415	5	151822513-151924842	"Disease related genes, FDA approved drug targets, Predicted membrane proteins, Transporters"	"Ion transport, Transport"	"Chloride channel, Ion channel, Ligand-gated ion channel, Receptor"	"Disease mutation, FDA approved drug targets"
ENSG00000162188	GNG3		"G protein subunit gamma 3"	P63215	11	62707658-62709201	"Predicted intracellular proteins, RAS pathway related proteins"		Transducer	
ENSG00000154478	GPR26		"G protein-coupled receptor 26"	Q8NDV2	10	123666355-123694607	"G-protein coupled receptors, Predicted membrane proteins"		"G-protein coupled receptor, Receptor, Transducer"	
ENSG00000169306	IL1RAPL1	"IL1R8, IL1RAPL, MRX10, MRX21, MRX34, OPHN4, TIGIRR-2"	"Interleukin 1 receptor accessory protein like 1"	Q9NZN1	X	28587399-29956723	"Disease related genes, Plasma proteins, Predicted membrane proteins"		"Hydrolase, Receptor"	"Mental retardation"
ENSG00000154118	JPH3	"CAGL237, HDL2, JP-3, JP3, TNRC22"	"Junctophilin 3"	Q8WXH2	16	87601835-87698156	"Disease related genes, Predicted membrane proteins"			
ENSG00000084731	KIF3C		"Kinesin family member 3C"	O14782	2	25926596-25982749	"Plasma proteins, Predicted intracellular proteins"		"Motor protein"	"Disease mutation"
ENSG00000140506	LMAN1L	"ERGIC-53L, ERGL"	"Lectin, mannose binding 1 like"	Q9HAT1	15	74812716-74825758	"Predicted intracellular proteins, Predicted membrane proteins"			
ENSG00000186732	MPPED1	"239AB, C22orf1, FAM1A"	"Metallophosphoesterase domain containing 1"	O15442	22	43411196-43507848	"Predicted intracellular proteins"		Hydrolase	
ENSG00000100285	NEFH		"Neurofilament heavy"	P12036	22	29480230-29491390	"Disease related genes, Predicted intracellular proteins"			"Amyotrophic lateral sclerosis, Charcot-Marie-Tooth disease, Disease mutation, Neurodegeneration, Neuropathy"
ENSG00000171540	OTP		"Orthopedia homeobox"	Q5XKR4	5	77628712-77639688	"Predicted intracellular proteins, Transcription factors"	"Differentiation, Neurogenesis, Transcription, Transcription regulation"	"Developmental protein, DNA-binding"	
ENSG00000101405	OXT	"OT, OT-NPI, OXT-NPI"	"Oxytocin/neurophysin I prepropeptide"	P01178	20	3071620-3072517	"Plasma proteins, Predicted secreted proteins"		Hormone	
ENSG00000243232	PCDHAC2	PCDH-ALPHA-C2	"Protocadherin alpha subfamily C, 2"	Q9Y5I4	5	140966235-141012344	"Predicted membrane proteins"	"Cell adhesion"		
ENSG00000143847	PPFIA4		"PTPRF interacting protein alpha 4"	O75335	1	203026498-203078740	"Plasma proteins, Predicted intracellular proteins"			
ENSG00000181240	SLC25A41	"APC4, FLJ40442, MGC34725"	"Solute carrier family 25 member 41"	Q8N5S1	19	6426037-6433779	"Predicted intracellular proteins, Transporters"	Transport		
